Date,Open,Close,High,Low,Volume,Amount,Amplitude,Change,ChangeAmount,TurnoverRate,MA10,MA50,EMA12,EMA26,MACD,MACD_Signal,MACD_Hist,RSI,Momentum,ATR
2018-02-08,11.38,11.55,11.62,11.2,7940,9119113.0,3.69,1.58,0.18,1.56,12.687999999999999,,12.631453956373342,13.328532974805558,-0.6970790184322162,-0.4122234755848159,-0.2848555428474003,12.886597938144334,-0.18604651162790686,0.5
2018-02-09,11.25,11.19,11.4,11.07,7848,8807843.0,2.86,-3.12,-0.36,1.54,12.418,,12.409691809238982,13.17012312481996,-0.7604313155809788,-0.4818650435840485,-0.27856627199693024,12.531328320802004,-0.1943844492440605,0.5007142857142858
2018-02-12,11.24,11.5,11.56,11.24,6649,7630120.0,2.86,2.77,0.31,1.31,12.197999999999999,,12.269739223202217,13.046410300759222,-0.7766710775570047,-0.5408262503786397,-0.23584482717836497,18.266978922716618,-0.16058394160583933,0.5050000000000001
2018-02-13,11.5,11.47,11.6,11.42,6193,7122285.0,1.57,-0.26,-0.03,1.22,11.968,,12.146702419632646,12.92963916736965,-0.7829367477370042,-0.5892483498503127,-0.19368839788669145,16.98113207547172,-0.16702977487291204,0.4942857142857144
2018-02-14,11.4,11.32,11.46,11.29,4598,5224015.0,1.48,-1.31,-0.15,0.9,11.739,,12.019517431996855,12.81040663645338,-0.7908892044565246,-0.6295765207715551,-0.16131268368496943,16.705336426914172,-0.1682586333578251,0.4850000000000002
2018-02-22,11.45,11.55,11.62,11.38,6857,7873813.0,2.12,2.03,0.23,1.35,11.593,,11.947283980920416,12.717043181901278,-0.7697592009808627,-0.6576130568134168,-0.11214614416744595,22.4056603773585,-0.11222136817832429,0.482857142857143
2018-02-23,11.5,11.74,11.75,11.5,8642,10087655.0,2.16,1.65,0.19,1.7,11.512,,11.91539413770189,12.644669612871555,-0.7292754751696648,-0.6719455404846665,-0.05732993468499836,26.886792452830207,-0.06454183266932279,0.47000000000000014
2018-02-26,11.8,12.07,12.1,11.8,11671,13965282.0,2.56,2.81,0.33,2.3,11.497,,11.939179654978522,12.602101493399589,-0.6629218384210667,-0.6701408000719465,0.007218961650879874,31.111111111111114,-0.01227495908346976,0.4742857142857143
2018-02-27,12.06,12.04,12.2,11.97,9224,11142662.0,1.91,-0.25,-0.03,1.81,11.580000000000002,,11.954690477289518,12.56046434574036,-0.6057738684508429,-0.6572674137477258,0.05149354529688288,32.036613272311214,0.0740410347903655,0.4521428571428571
2018-02-28,11.9,11.95,12.04,11.76,9167,10876405.0,2.33,-0.75,-0.09,1.8,11.638,,11.953968865398823,12.515244764574406,-0.561275899175584,-0.6380691108332974,0.07679321165771347,36.26943005181347,0.05101143359718563,0.41714285714285715
2018-03-01,12.01,12.1,12.12,11.83,9548,11453053.0,2.43,1.26,0.15,1.88,11.693000000000001,,11.976435193799004,12.48448589312445,-0.5080506993254463,-0.6120654285317272,0.10401472920628085,43.661971830985905,0.04761904761904745,0.39428571428571424
2018-03-02,12.0,11.91,12.07,11.9,7311,8751711.0,1.4,-1.57,-0.19,1.44,11.765,,11.966214394753003,12.441931382522638,-0.4757169877696352,-0.5847957403793088,0.10907875260967359,45.454545454545446,0.06434316353887404,0.3828571428571427
2018-03-05,11.9,12.1,12.11,11.86,9988,11991522.0,2.1,1.6,0.19,1.97,11.825,,11.986796795560233,12.416603131965404,-0.4298063364051714,-0.5537978595844814,0.12399152317930995,67.18146718146716,0.05217391304347818,0.3242857142857141
2018-03-06,12.1,12.25,12.33,12.05,12968,15801741.0,2.31,1.24,0.15,2.55,11.903,,12.027289596243275,12.404262159227226,-0.3769725629839513,-0.5184328002643754,0.14146023728042412,67.05426356589146,0.06800348735832595,0.2907142857142855
2018-03-07,12.17,12.18,12.34,12.11,9544,11665735.0,1.88,-0.57,-0.07,1.88,11.989,,12.05078350451354,12.387650147432618,-0.33686664291907853,-0.4821195687953161,0.14525292587623756,62.75303643724693,0.07597173144876312,0.27714285714285697
2018-03-08,12.11,12.51,12.53,12.11,19607,24281561.0,3.45,2.71,0.33,3.86,12.084999999999999,,12.12143219612684,12.396713099474646,-0.27528090334780586,-0.4407518357058141,0.16547093235800825,77.04918032786884,0.08311688311688292,0.27285714285714263
2018-03-09,12.55,12.67,12.7,12.42,14421,18143291.0,2.24,1.28,0.16,2.84,12.177999999999999,,12.205827242876557,12.416956573587635,-0.21112933071107776,-0.3948273347068669,0.18369800399578912,75.54585152838426,0.07921635434412266,0.26642857142857107
